::1 - - [05/Sep/2019:19:13:14 -0300] "GET /phpmyadmin/ HTTP/1.1" 200 8024
::1 - - [05/Sep/2019:19:17:00 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:32 -0300] "POST /site-exemplo/admin/usuario_acao.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:19:17:32 -0300] "GET /site-exemplo/admin/usuario_lista.php HTTP/1.1" 200 7304
::1 - - [05/Sep/2019:19:17:32 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:32 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:41 -0300] "GET /site-exemplo/admin/contatos_lista.php HTTP/1.1" 200 8487
::1 - - [05/Sep/2019:19:17:41 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:41 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:50 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7583
::1 - - [05/Sep/2019:19:17:50 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:50 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:53 -0300] "GET /site-exemplo/admin/portifolio_form.php HTTP/1.1" 200 7052
::1 - - [05/Sep/2019:19:17:53 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:53 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:17:58 -0300] "GET /site-exemplo/admin/portifolio_lista.php HTTP/1.1" 200 7583
::1 - - [05/Sep/2019:19:17:58 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:18:03 -0300] "GET /site-exemplo/admin/portifolio_form.php?id=1 HTTP/1.1" 200 7054
::1 - - [05/Sep/2019:19:18:03 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:18:03 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:18:39 -0300] "GET /site-exemplo/admin/contatos_lista.php HTTP/1.1" 200 8487
::1 - - [05/Sep/2019:19:18:39 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:18:39 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:19:19 -0300] "GET /site-exemplo/admin/usuario_lista.php HTTP/1.1" 200 7304
::1 - - [05/Sep/2019:19:19:19 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:19:19 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:22:00 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10285
::1 - - [05/Sep/2019:19:22:00 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:22:00 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:19:37:38 -0300] "GET /phpmyadmin/sql.php?server=1&db=site_exemplo&table=usuario&pos=0&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&ajax_request=true&ajax_page_request=true&menuHashes=c7b8e107&_nocache=1567723058329480984 HTTP/1.1" 200 325
::1 - - [05/Sep/2019:19:37:40 -0300] "GET /phpmyadmin/index.php?token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 8194
::1 - - [05/Sep/2019:19:37:40 -0300] "GET /phpmyadmin/index.php?db=&table=&server=1&target=&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 8159
::1 - - [05/Sep/2019:19:37:40 -0300] "GET /phpmyadmin/js/messages.php?lang=pt&db=&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 18103
::1 - - [05/Sep/2019:19:37:43 -0300] "POST /phpmyadmin/index.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:19:37:43 -0300] "GET /phpmyadmin/index.php?token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 49588
::1 - - [05/Sep/2019:19:37:44 -0300] "GET /phpmyadmin/phpmyadmin.css.php?server=1&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&nocache=6235905579ltr HTTP/1.1" 200 88608
::1 - - [05/Sep/2019:19:37:44 -0300] "GET /phpmyadmin/version_check.php?&_nocache=1567723064206996563 HTTP/1.1" 200 41
::1 - - [05/Sep/2019:19:37:45 -0300] "GET /phpmyadmin/db_operations.php?server=1&db=site_exemplo&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&ajax_request=true&ajax_page_request=true&menuHashes=c7b8e107&_nocache=1567723065896650304 HTTP/1.1" 200 42219
::1 - - [05/Sep/2019:19:37:46 -0300] "GET /phpmyadmin/js/get_scripts.js.php?scripts[]=db_operations.js HTTP/1.1" 200 1854
::1 - - [05/Sep/2019:19:37:48 -0300] "GET /phpmyadmin/navigation.php?ajax_request=1&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&aPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv&vPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv&pos=0&pos2_name=&pos2_value=&searchClause=&searchClause2=&_nocache=1567723068278425758 HTTP/1.1" 200 4590
::1 - - [05/Sep/2019:19:37:49 -0300] "GET /phpmyadmin/sql.php?server=1&db=site_exemplo&table=usuario&pos=0&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&ajax_request=true&ajax_page_request=true&menuHashes=c7b8e107-039ee689&_nocache=1567723069326175902 HTTP/1.1" 200 27063
::1 - - [05/Sep/2019:19:37:49 -0300] "GET /phpmyadmin/js/get_scripts.js.php?scripts[]=tbl_change.js&scripts[]=tbl_structure.js&scripts[]=gis_data_editor.js&scripts[]=makegrid.js&scripts[]=sql.js HTTP/1.1" 200 57302
::1 - - [05/Sep/2019:19:37:49 -0300] "GET /phpmyadmin/index.php?ajax_request=1&recent_table=1&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 225
::1 - - [05/Sep/2019:19:48:29 -0300] "GET /phpmyadmin/tbl_sql.php?db=site_exemplo&table=usuario&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&ajax_request=true&ajax_page_request=true&menuHashes=c7b8e107-039ee689-7ae48928&_nocache=1567723709639817699 HTTP/1.1" 200 8457
::1 - - [05/Sep/2019:19:48:29 -0300] "GET /phpmyadmin/index.php?ajax_request=1&recent_table=1&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 225
::1 - - [05/Sep/2019:19:49:45 -0300] "POST /phpmyadmin/import.php HTTP/1.1" 200 17687
::1 - - [05/Sep/2019:20:33:44 -0300] "GET /site-exemplo/admin/logout.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:20:33:44 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 302 160
::1 - - [05/Sep/2019:20:33:44 -0300] "GET /site-exemplo/admin/login.php?erro=Usu%C3%A1rio%20n%C3%A3o%20autorizado!!! HTTP/1.1" 200 2711
::1 - - [05/Sep/2019:20:33:59 -0300] "POST /site-exemplo/admin/login_action.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:20:33:59 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10285
::1 - - [05/Sep/2019:20:33:59 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:33:59 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:34:11 -0300] "GET /site-exemplo/admin/logout.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:20:34:11 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 302 160
::1 - - [05/Sep/2019:20:34:11 -0300] "GET /site-exemplo/admin/login.php?erro=Usu%C3%A1rio%20n%C3%A3o%20autorizado!!! HTTP/1.1" 200 2711
::1 - - [05/Sep/2019:20:34:16 -0300] "POST /site-exemplo/admin/login_action.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:20:34:16 -0300] "GET /site-exemplo/admin/login.php?erro=Credenciais%20incorretas!!! HTTP/1.1" 200 2711
::1 - - [05/Sep/2019:20:34:26 -0300] "POST /site-exemplo/admin/login_action.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:20:34:26 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10285
::1 - - [05/Sep/2019:20:34:26 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:38:52 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10284
::1 - - [05/Sep/2019:20:38:52 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:24 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10512
::1 - - [05/Sep/2019:20:42:24 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:25 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10512
::1 - - [05/Sep/2019:20:42:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:25 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:26 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10512
::1 - - [05/Sep/2019:20:42:26 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:26 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:26 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10512
::1 - - [05/Sep/2019:20:42:26 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:26 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:32 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10512
::1 - - [05/Sep/2019:20:42:32 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:32 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:32 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10512
::1 - - [05/Sep/2019:20:42:32 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:33 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:33 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10512
::1 - - [05/Sep/2019:20:42:33 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:42:33 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:54 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10284
::1 - - [05/Sep/2019:20:44:54 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:54 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:55 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10284
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10284
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 200 10284
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:20:44:56 -0300] "GET /docs/4.3/dist/js/bootstrap.bundle.min.js HTTP/1.1" 404 238
::1 - - [05/Sep/2019:21:38:11 -0300] "GET /phpmyadmin/sql.php?db=site_exemplo&table=usuario&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&pos=0&ajax_request=true&ajax_page_request=true&menuHashes=c7b8e107-039ee689-7ae48928-8ea4fe42&_nocache=1567730291093510391 HTTP/1.1" 200 325
::1 - - [05/Sep/2019:21:38:13 -0300] "GET /phpmyadmin/index.php?token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 8194
::1 - - [05/Sep/2019:21:38:13 -0300] "GET /phpmyadmin/js/get_scripts.js.php?scripts[]=jquery/jquery-1.8.3.js&scripts[]=ajax.js&scripts[]=keyhandler.js&scripts[]=jquery/jquery-ui-1.9.2.custom.js&scripts[]=jquery/jquery.sprintf.js&scripts[]=jquery/jquery.cookie.js&scripts[]=jquery/jquery.mousewheel.js&scripts[]=jquery/jquery.event.drag-2.2.js&scripts[]=jquery/jquery-ui-timepicker-addon.js&scripts[]=jquery/jquery.ba-hashchange-1.3.js&scripts[]=jquery/jquery.debounce-1.0.5.js&scripts[]=jquery/jquery.menuResizer-1.0.js&scripts[]=rte.js&scripts[]=functions.js&scripts[]=navigation.js&scripts[]=indexes.js&scripts[]=common.js&scripts[]=codemirror/lib/codemirror.js&scripts[]=codemirror/mode/mysql/mysql.js HTTP/1.1" 200 578562
::1 - - [05/Sep/2019:21:38:14 -0300] "GET /phpmyadmin/tbl_sql.php?db=site_exemplo&table=usuario&server=1&target=&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 8329
::1 - - [05/Sep/2019:21:38:15 -0300] "GET /phpmyadmin/js/messages.php?lang=pt&db=site_exemplo&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 18103
::1 - - [05/Sep/2019:21:38:18 -0300] "POST /phpmyadmin/index.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:21:38:18 -0300] "GET /phpmyadmin/index.php?db=site_exemplo&table=usuario&target=tbl_sql.php&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 17667
::1 - - [05/Sep/2019:21:38:19 -0300] "GET /phpmyadmin/js/messages.php?lang=pt&db=site_exemplo&server=0&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 18103
::1 - - [05/Sep/2019:21:38:19 -0300] "GET /phpmyadmin/js/get_scripts.js.php?scripts[]=jquery/jquery-1.8.3.js&scripts[]=ajax.js&scripts[]=keyhandler.js&scripts[]=jquery/jquery-ui-1.9.2.custom.js&scripts[]=jquery/jquery.sprintf.js&scripts[]=jquery/jquery.cookie.js&scripts[]=jquery/jquery.mousewheel.js&scripts[]=jquery/jquery.event.drag-2.2.js&scripts[]=jquery/jquery-ui-timepicker-addon.js&scripts[]=jquery/jquery.ba-hashchange-1.3.js&scripts[]=jquery/jquery.debounce-1.0.5.js&scripts[]=jquery/jquery.menuResizer-1.0.js&scripts[]=rte.js&scripts[]=functions.js&scripts[]=navigation.js&scripts[]=indexes.js&scripts[]=common.js&scripts[]=makegrid.js&scripts[]=sql.js&scripts[]=codemirror/lib/codemirror.js&scripts[]=codemirror/mode/mysql/mysql.js HTTP/1.1" 200 613661
::1 - - [05/Sep/2019:21:38:19 -0300] "GET /phpmyadmin/index.php?ajax_request=1&recent_table=1&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 225
::1 - - [05/Sep/2019:21:38:21 -0300] "GET /phpmyadmin/navigation.php?ajax_request=1&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&aPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv&vPath=cm9vdA%3D%3D.c2l0ZV9leGVtcGxv&pos=0&pos2_name=&pos2_value=&searchClause=&searchClause2=&_nocache=1567730301058369144 HTTP/1.1" 200 4590
::1 - - [05/Sep/2019:21:38:22 -0300] "GET /phpmyadmin/sql.php?server=1&db=site_exemplo&table=usuario&pos=0&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060&ajax_request=true&ajax_page_request=true&menuHashes=b5070da0&_nocache=1567730302461601 HTTP/1.1" 200 27063
::1 - - [05/Sep/2019:21:38:22 -0300] "GET /phpmyadmin/js/get_scripts.js.php?scripts[]=tbl_change.js&scripts[]=tbl_structure.js&scripts[]=gis_data_editor.js HTTP/1.1" 200 22203
::1 - - [05/Sep/2019:21:38:22 -0300] "GET /phpmyadmin/index.php?ajax_request=1&recent_table=1&token=8f88a5f3f6fa6fe06dbd9f7dd95ae060 HTTP/1.1" 200 225
::1 - - [05/Sep/2019:21:56:20 -0300] "GET /site-exemplo/admin/logout.php HTTP/1.1" 302 -
::1 - - [05/Sep/2019:21:56:20 -0300] "GET /site-exemplo/admin/index.php HTTP/1.1" 302 160
::1 - - [05/Sep/2019:21:56:20 -0300] "GET /site-exemplo/admin/login.php?erro=Usu%C3%A1rio%20n%C3%A3o%20autorizado!!! HTTP/1.1" 200 2711
::1 - - [05/Sep/2019:21:56:22 -0300] "GET /site-exemplo/admin/login.php?erro=Usu%C3%A1rio%20n%C3%A3o%20autorizado!!! HTTP/1.1" 200 2711
::1 - - [05/Sep/2019:21:56:29 -0300] "POST /site-exemplo/admin/login_action.php HTTP/1.1" 302 175
::1 - - [05/Sep/2019:21:56:29 -0300] "GET /site-exemplo/admin/login.php?erro=Credenciais%20incorretas!!! HTTP/1.1" 200 2711
